variant_id,stop_id
637137,3657
637137,3668
637137,1979
637137,1702
637137,2076
637137,3717
637137,3674
637138,3245
637138,3415
637139,3673
637139,1082
637139,3670
637139,3658
637139,3720
637139,3415
637140,3673
637140,1082
637140,3670
637140,3658
637140,3720
637141,3673
637141,2077
637141,1082
637141,3670
637141,3658
637141,3720
637142,3673
637142,2077
637142,1082
637142,3670
637142,3658
637142,3720
637142,3415
637147,3673
637147,1082
637148,3673
637148,1082
637149,3421
637149,2305
637149,3646
637149,3036
637149,1979
637149,1702
637149,3666
637149,3722
637150,3421
637150,2305
637150,3646
637150,3645
637150,3722
637150,3643
637151,2305
637151,3646
637151,3645
637151,3722
637151,3643
637152,2305
637152,3646
637152,3645
637152,3722
637152,3643
637153,3667
637153,1703
637153,1731
637153,3037
637153,3647
637153,2274
637154,3667
637154,1703
637154,1731
637154,3037
637154,3647
637154,2274
637154,3415
637155,3667
637155,1703
637155,1731
637155,3037
637155,3647
637155,2274
637155,3420
637156,3721
637156,3644
637156,3647
637156,2274
637156,3415
637157,3667
637158,3415
637159,3601
637159,3654
637161,3599
637161,3604
637162,3599
637162,3604
637163,3604
637164,3604
637165,3617
637166,616
637166,1248
637166,711
637166,2279
637166,3597
637166,3604
637166,3601
637166,3663
637166,1083
637167,3600
637167,3603
637167,3596
637167,3415
637167,2828
637167,1819
637168,711
637168,3422
637168,3607
637169,3608
637169,3415
637169,2828
637170,616
637170,1248
637170,711
637170,2279
637170,3597
637170,3604
637170,3616
637172,616
637172,1248
637172,711
637172,2279
637172,3597
637172,3604
637173,3600
637173,3603
637173,3596
637173,3415
637173,2828
637173,1819
637178,616
637178,1248
637178,711
637178,2279
637178,3597
637178,3604
637178,3601
637178,3663
637178,1083
637179,2279
637179,3597
637179,3604
637179,3601
637179,3663
637179,1083
637181,616
637181,1248
637181,711
637184,616
637184,1248
637184,711
637184,2279
637184,3597
637184,3604
637184,3616
637184,3601
637184,3663
637184,1083
637185,616
637185,1248
637185,711
637185,2279
637185,3597
637185,3604
637185,3601
637185,3664
637185,3614
637185,3660
637185,1082
637188,3600
637188,3603
637188,3596
637188,3415
637188,2828
637188,1819
637191,1200
637191,3662
637191,3600
637191,3603
637191,3596
637191,3415
637191,2828
637191,1819
637192,1200
637192,3662
637192,3600
637192,3603
637192,3596
637192,3415
637192,2828
637192,1819
637200,3608
637200,3415
637200,2828
637203,711
637203,3422
637203,3607
637203,3641
637203,3027
637204,3026
637204,3608
637204,3415
637204,2828
637205,3617
637205,3603
637205,3596
637205,3415
637205,2828
637205,1819
637206,616
637206,1248
637206,711
637206,2279
637206,3597
637206,3604
637213,616
637213,1248
637213,711
637213,2279
637213,3597
637213,3604
637214,3600
637214,3616
637214,3603
637214,3596
637214,3415
637214,2828
637214,1819
637220,3420
637220,2782
637221,2782
637229,2781
637229,3415
637231,2781
637231,3415
637233,3421
637233,3657
637233,1979
637233,1702
637233,3706
637233,2076
637233,3064
637233,3717
637233,3674
637235,3421
637235,3657
637235,3669
637235,1702
637239,3421
637239,3720
637239,3657
637239,3669
637239,1702
637239,2076
637239,3717
637239,3674
637246,3673
637246,2077
637246,1082
637246,3670
637246,3658
637246,3720
637246,3415
637247,3673
637247,2077
637247,1082
637247,3670
637247,3658
637247,3720
637247,3415
637248,3673
637248,1082
637248,1703
637248,3668
637248,1979
637248,3670
637248,3658
637248,3720
637248,3415
637249,3673
637249,1082
637249,3668
637249,1979
637249,3670
637249,3658
637249,3415
637250,3673
637250,1082
637250,3670
637250,3720
637250,3415
637282,3276
637283,3305
637284,3276
637285,3332
637287,3276
637289,3300
637290,3331
637325,1249
637325,27
637326,26
637326,3133
638667,449
638667,472
638667,3269
638667,3276
638667,3316
638668,3308
638668,26
638669,27
638669,3287
638669,3300
638670,3305
638670,3269
638670,471
638671,515
638671,518
638671,27
638671,3287
638671,3313
638672,3280
638672,3308
638672,26
638673,449
638673,472
638673,3269
638673,3304
638673,3276
638674,3305
638674,3274
638674,3269
638674,471
638675,449
638675,472
638675,3269
638675,3276
638675,3341
638675,3316
638676,449
638676,472
638676,3302
638676,3332
638677,3308
638677,3271
638677,26
638679,515
638679,518
638679,27
638679,3287
638679,3313
638679,3300
638680,515
638680,518
638680,27
638680,3271
638680,3287
638680,3313
638681,3300
638681,3280
638681,3308
638682,515
638682,518
638682,27
638682,3287
638682,3313
638682,3300
638683,3322
638683,3280
638683,3308
638683,26
638684,3322
638684,3367
638684,3300
638684,3280
638684,3308
638684,26
638685,515
638685,518
638685,27
638685,3287
638685,3313
638686,515
638686,518
638686,27
638686,3287
638686,3313
638687,3300
638687,3280
638687,3308
638687,26
638688,3341
638688,3300
638688,3280
638688,3308
638688,26
638691,449
638691,472
638691,3269
638691,3304
638691,3276
638693,449
638693,472
638693,3349
638694,471
638695,3270
638695,3305
638695,3274
638695,3269
638695,471
638696,449
638696,472
638696,3269
638696,3276
638696,3316
638697,3308
638697,26
638698,27
638698,3287
638698,3300
638699,3305
638699,3269
638699,471
638700,515
638700,518
638700,27
638700,3287
638700,3313
638701,3280
638701,3308
638701,26
638702,449
638702,472
638702,3269
638702,3304
638702,3276
638703,3305
638703,3274
638703,3269
638703,471
638705,449
638705,472
638705,3302
638705,3332
638707,449
638707,472
638707,3349
638707,3276
638707,3316
638718,449
638718,472
638718,3349
638718,3304
638718,3276
638721,449
638721,472
638722,449
638722,472
638722,3349
638723,471
640843,149
640844,148
640845,2716
640846,2715
640847,2251
640847,992
640848,1015
640849,149
640850,148
640850,2716
640851,2716
640851,2477
640852,2040
640853,2251
640853,895
640854,992
640854,1015
640855,72
640856,73
640857,73
640857,3467
640858,2838
640858,3476
640858,74
640859,149
640859,912
640860,148
640862,148
640862,2716
640863,153
640863,148
640864,153
640864,148
640865,153
640865,148
640865,2716
640868,2716
640869,1015
640870,2251
640874,1015
640874,2716
640875,148
640876,148
640877,148
640877,2716
640880,2040
640880,2716
640881,992
640881,1015
640883,992
640883,1015
640883,2716
640885,73
640886,73
640886,2716
640887,2838
640887,3476
640887,74
640887,798
640888,2838
640888,3476
640888,74
640889,2838
640889,3476
640889,74
640889,2716
640891,74
640895,73
640896,799
640896,73
640897,149
640898,148
640899,2716
640900,2715
640901,2251
640901,992
640902,1015
640903,149
640905,2251
640905,895
640906,992
640906,1015
640907,72
640908,73
640909,73
640909,3467
640911,149
640911,912
640912,148
640913,148
640914,148
640914,2716
640915,153
640915,148
640917,153
640917,148
640917,2716
640921,1015
640926,1015
640926,2716
640927,148
640929,148
640929,2716
640930,148
640931,992
640931,1015
640933,992
640933,1015
640933,2716
640934,73
640935,73
640936,73
640936,2716
640938,2838
640938,3476
640938,74
640939,2838
640939,3476
640939,74
640939,2716
640940,2838
640940,3476
640940,74
640942,74
640943,74
640943,2716
640945,73
640947,518
640947,436
640947,3134
640948,469
640948,2905
640948,435
640948,1011
640949,3134
640949,3132
640949,458
640949,317
640949,281
640949,3490
640950,3489
640950,2863
640950,316
640950,447
640950,1249
640950,3134
640951,2863
640951,316
640951,2911
640951,1249
640951,3134
640952,3134
640952,3132
640952,458
640952,317
640952,281
640952,1906
640953,378
640953,323
640953,480
640953,1219
640953,3134
640954,3134
640954,463
640954,481
640954,324
640954,2341
640955,480
640955,2035
640955,350
640956,3807
640956,349
640956,1215
640956,481
640958,18
640958,896
640958,1215
640958,481
640960,896
640960,1215
640960,481
640961,637
640961,668
640961,1074
640962,3811
640962,667
640962,3798
640962,636
640963,1218
640963,1219
640963,472
640964,475
640964,471
640964,463
640964,458
640965,636
640965,818
640965,242
640965,255
640965,3235
640966,256
640966,240
640966,1782
640966,639
640967,526
640967,538
640968,539
640968,527
640969,637
640969,656
640969,1330
640969,3517
640969,480
640970,481
640970,3526
640970,547
640970,1175
640970,638
640971,3412
640971,3547
640971,256
640971,1151
640971,305
640971,324
640972,323
640972,304
640972,2855
640972,255
640972,1759
640972,3416
640973,891
640973,1138
640973,3412
640973,211
640973,240
640973,508
640973,3104
640973,509
640973,546
640973,27
640974,26
640974,1330
640974,508
640974,3104
640974,509
640974,242
640974,212
640974,3416
640974,1251
640975,216
640975,226
640975,240
640975,305
640975,781
640976,782
640976,304
640976,242
640976,884
640976,217
640977,2880
640977,553
640977,1740
640977,1330
640977,508
640977,3105
640977,509
640977,242
640977,212
640977,129
640977,1251
640978,3008
640978,891
640978,1138
640978,211
640978,240
640978,508
640978,3105
640978,509
640978,546
640978,1743
640978,554
640979,803
640979,553
640979,1740
640979,1330
640979,508
640979,3103
640979,480
640980,2528
640980,481
640980,3103
640980,509
640980,546
640980,1743
640980,554
640981,16
640981,256
640981,1151
640981,494
640981,508
640981,3102
640981,509
640981,546
640981,613
640981,619
640981,637
640982,3811
640982,639
640982,620
640982,1819
640982,1330
640982,508
640982,3102
640982,509
640982,1154
640982,255
640982,15
640983,2863
640983,316
640983,2816
640983,1178
640983,613
640983,619
640984,635
640984,1819
640984,617
640984,2815
640984,317
640984,281
640985,1215
640985,481
640985,3104
640985,509
640985,3805
640985,255
640985,2972
640985,3801
640986,3802
640986,2973
640986,256
640986,3806
640986,508
640986,3103
640986,480
640986,2035
640987,553
640987,1742
640987,3517
640987,480
640988,481
640988,3526
640988,1743
640988,554
640989,636
640989,818
640989,241
640989,494
640989,781
640990,782
640990,952
640990,1782
640990,638
640991,481
640991,3526
640991,1743
640991,554
640992,553
640992,1742
640992,480
640993,3421
640993,2275
640994,2276
640994,3415
640994,2771
640995,2506
640995,3422
640995,2013
640995,761
640996,760
640996,1230
640996,2711
640996,3419
640996,735
640996,2935
640996,2646
640997,3412
640997,1306
640997,2863
640997,781
640997,2527
640998,2528
640998,782
640998,2855
640998,1174
640998,3416
640998,116
640999,788
640999,216
640999,226
640999,240
640999,1330
640999,508
640999,3107
640999,447
640999,1249
640999,3134
641000,469
641000,3132
641000,2119
641000,3104
641000,547
641000,242
641000,884
641000,217
641000,2479
641001,619
641001,637
641001,668
641001,2172
641002,2173
641002,667
641002,3798
641002,639
641002,620
641003,647
641003,639
641003,620
641003,1248
641003,711
641003,2305
641004,51
641004,2274
641004,3415
641004,2828
641004,613
641004,619
641004,638
641004,700
641005,26
641005,445
641005,2119
641005,319
641005,2855
641005,255
641006,256
641006,1151
641006,318
641006,447
641006,27
641007,637
641007,656
641007,242
641007,255
641008,256
641008,240
641008,1175
641008,1318
641008,636
641009,55
641009,2274
641009,2304
641009,3415
641009,2828
641009,3239
641009,1740
641009,1330
641009,2954
641009,508
641009,3102
641009,2861
641009,1149
641009,251
641010,2884
641010,271
641010,2863
641010,508
641010,3102
641010,509
641010,2953
641010,546
641010,1741
641010,3240
641010,711
641010,2273
641010,2305
641011,636
641011,818
641011,508
641011,3106
641011,509
641011,1000
641011,2342
641012,864
641012,323
641012,508
641012,3106
641012,509
641012,2816
641012,1782
641012,638
641013,666
641013,212
641013,255
641013,271
641013,281
641014,2861
641014,1149
641014,256
641014,1142
641014,824
641015,324
641015,3138
641015,3402
641015,3406
641015,3405
641015,3404
641015,3403
641016,3405
641016,3404
641016,3402
641016,3403
641016,864
641016,323
641017,1230
641017,3415
641017,2828
641017,1819
641017,1330
641017,508
641017,3107
641017,2816
641017,1154
641017,281
641018,1151
641018,494
641018,2815
641018,3102
641018,509
641018,841
641018,1248
641018,711
641019,378
641019,864
641019,2816
641019,546
641019,1741
641019,711
641019,2305
641020,2274
641020,3415
641020,2828
641020,1740
641020,2815
641020,324
641020,396
641020,2342
641021,255
641021,261
641021,179
641021,3800
641022,3799
641022,3802
641022,180
641022,256
641023,1160
641023,651
641023,656
641023,508
641023,3106
641023,509
641023,782
641024,323
641024,508
641024,3106
641024,509
641024,2816
641024,1175
641024,650
641024,665
641025,255
641025,271
641025,281
641025,378
641026,2342
641026,2861
641026,1149
641026,256
641027,255
641027,261
641027,179
641027,3800
641028,3799
641028,3802
641028,180
641028,262
641028,256
641029,977
641029,1312
641030,241
641030,494
641031,1901
641031,604
641031,711
641031,2305
641032,2274
641032,3415
641032,2828
641032,603
641032,1900
641033,115
641033,1139
641033,981
641033,799
641033,1025
641034,91
641034,798
641034,994
641035,1160
641035,3798
641035,639
641035,620
641035,1892
641035,568
641036,567
641036,1189
641036,613
641036,619
641036,637
641036,644
641036,1329
641036,665
641037,242
641037,884
641037,217
641037,212
641037,3547
641037,2884
641038,251
641038,1759
641038,1142
641038,216
641038,226
641038,240
641039,3105
641039,509
641039,841
641039,804
641039,576
641039,567
641040,575
641040,977
641040,1330
641040,3105
641041,576
641041,567
641042,582
641042,568
641042,575
641042,1740
641043,3526
641043,3797
641043,255
641044,256
641044,3806
641045,3526
641045,546
641045,1178
641045,1248
641045,711
641046,3415
641046,2828
641046,1819
641046,617
641046,1330
641046,3517
641047,3797
641047,255
641048,256
641048,3806
641049,3805
641049,255
641049,261
641049,179
641049,3222
641050,3221
641050,180
641050,262
641050,256
641050,3806
641051,1901
641051,613
641051,620
641052,635
641052,1892
641052,603
641052,1900
641053,242
641053,884
641053,217
641053,115
641053,91
641054,94
641054,1125
641054,3762
641054,216
641054,226
641055,636
641055,818
641055,508
641055,3106
641055,509
641055,396
641056,864
641056,323
641056,508
641056,3106
641056,509
641056,2816
641056,1782
641056,638
641057,2274
641057,3415
641057,2828
641057,1819
641057,2028
641057,884
641057,212
641058,1142
641058,228
641058,1176
641058,1248
641058,711
641058,2305
641059,2028
641059,884
641059,215
641060,214
641060,228
641060,1176
641061,635
641061,637
641061,666
641061,212
641061,255
641061,271
641061,2863
641062,284
641062,2861
641062,1149
641062,256
641062,1142
641062,824
641062,639
641062,620
641063,1901
641063,604
641063,711
641064,3415
641064,2828
641064,603
641064,1900
641065,665
641066,1160
641067,3797
641067,255
641068,256
641068,3806
641069,1239
641069,281
641069,403
641070,3405
641070,3404
641070,3402
641070,2855
641071,884
641071,217
641071,2479
641071,115
641072,114
641072,788
641072,216
641072,226
641073,637
641073,666
641073,212
641073,195
641073,179
641074,180
641074,1759
641074,1142
641074,824
641074,638
641075,1901
641075,604
641075,711
641076,3415
641076,2828
641076,603
641076,1900
641077,242
641077,212
641077,115
641077,1025
641078,1125
641078,114
641078,211
641079,952
641080,1313
641080,1742
641081,469
641081,2905
641084,3134
641084,3132
641084,458
641084,317
641084,281
641086,447
641086,1249
641086,3134
641087,469
641087,3132
641087,458
641087,317
641087,281
641087,3490
641090,3134
641090,3132
641090,458
641090,317
641090,281
641090,1906
641090,3490
641091,316
641091,1249
641091,3134
641093,3134
641093,463
641093,481
641093,324
641093,2341
641094,378
641094,323
641094,480
641094,1219
641094,3134
641095,3134
641096,3134
641097,481
641097,324
641097,2341
641098,3134
641100,378
641100,323
641100,480
641100,449
641101,480
641101,2035
641101,350
641102,480
641102,2035
641102,350
641103,480
641103,2035
641103,350
641104,480
641104,2035
641104,350
641106,480
641106,347
641106,2666
641106,897
641106,18
641106,864
641107,480
641107,347
641107,2666
641107,897
641107,18
641107,2010
641108,480
641108,347
641108,2666
641108,897
641108,18
641109,480
641109,347
641109,2666
641109,897
641110,480
641110,347
641110,2666
641110,897
641111,480
641111,347
641111,2666
641111,897
641111,864
641112,637
641112,668
641114,667
641114,3798
641116,1219
641116,472
641117,1218
641117,1219
641117,472
641117,3294
641118,1219
641118,472
641118,3294
641119,3295
641119,475
641119,471
641119,463
641119,458
641121,475
641121,471
641121,463
641122,636
641122,818
641122,242
641122,255
641123,526
641123,529
641123,538
641124,526
641124,538
641124,3272
641125,526
641125,529
641125,538
641125,3272
641126,526
641126,538
641127,539
641127,527
641128,3272
641128,539
641128,527
641129,539
641129,528
641129,527
641130,481
641130,3526
641130,547
641130,1175
641130,638
641131,481
641131,3526
641131,547
641131,1175
641131,638
641132,637
641133,638
641134,656
641134,1330
641134,3517
641134,480
641135,481
641135,3526
641135,547
641135,1175
641138,323
641138,304
641138,2855
641138,255
641138,1759
641138,3416
641140,1151
641140,305
641140,324
641141,3412
641141,3547
641141,256
641141,1151
641141,305
641141,324
641144,1151
641144,305
641144,324
641145,1151
641145,305
641145,324
641146,323
641146,304
641146,2855
641147,323
641147,304
641150,891
641150,1138
641150,3412
641150,211
641150,240
641150,508
641151,509
641151,546
641151,27
641152,1138
641152,3412
641152,211
641152,240
641153,509
641153,242
641153,212
641153,3416
641153,1251
641154,26
641154,1330
641154,508
641154,3104
641154,509
641154,242
641154,212
641154,3416
641156,26
641156,1330
641156,508
641157,26
641157,1330
641157,545
641157,543
641157,1175
641158,304
641158,242
641158,884
641158,217
641161,216
641161,226
641161,240
641161,305
641161,781
641163,782
641163,304
641163,242
641163,884
641163,217
641167,2880
641167,553
641167,1740
641167,1330
641167,508
641170,509
641171,3008
641171,891
641171,1138
641171,211
641171,240
641171,508
641172,2880
641172,553
641172,804
641172,637
641173,553
641173,1740
641173,1330
641173,508
641173,3103
641173,480
641176,803
641176,553
641176,1740
641176,1330
641176,508
641177,509
641179,2528
641179,481
641179,3103
641179,509
641179,546
641179,1743
641179,554
641180,2528
641180,481
641180,509
641180,547
641185,639
641185,620
641185,1819
641185,1330
641185,508
641187,509
641187,1154
641187,255
641187,15
641188,16
641188,256
641188,1151
641188,494
641188,508
641188,3102
641189,16
641189,256
641189,1151
641189,494
641189,508
641190,635
641190,1819
641190,1330
641190,508
641190,3102
641190,509
641190,1154
641190,255
641190,15
641191,16
641191,256
641191,1151
641191,494
641191,508
641191,3102
641191,509
641191,546
641191,613
641191,619
641193,509
641193,546
641193,613
641193,619
641193,637
641193,1074
641195,509
641195,546
641195,613
641195,619
641195,637
641196,546
641196,613
641196,619
641196,637
641197,546
641197,613
641197,619
641197,637
641198,546
641198,613
641198,619
641198,637
641199,1074
641199,3811
641199,638
641202,620
641202,1819
641202,617
641202,2815
641202,317
641202,281
641203,620
641205,2863
641205,316
641205,2816
641205,1178
641205,613
641205,619
641206,635
641208,2863
641208,316
641208,2816
641208,1178
641208,613
641208,619
641210,1215
641212,3802
641212,2973
641212,256
641212,3806
641212,508
641212,3103
641212,480
641212,2035
641214,3802
641214,2973
641214,256
641214,3806
641214,508
641216,480
641216,2035
641219,256
641219,3806
641219,508
641221,256
641221,3806
641221,508
641222,509
641222,3805
641222,255
641223,1215
641223,481
641224,1215
641224,481
641225,782
641225,315
641225,952
641225,1782
641227,481
641227,3526
641229,638
641230,638
641231,636
641231,818
641231,241
641231,494
641231,781
641232,782
641232,952
641232,1782
641232,638
641232,879
641233,637
641234,636
641239,3517
641239,480
641240,480
641241,481
641241,3526
641242,2275
641243,2276
641243,3415
641245,3422
641245,2013
641245,761
641246,2506
641248,760
641248,1230
641248,2711
641248,3419
641248,735
641248,2935
641248,2646
641249,2506
641249,3422
641249,2013
641250,3412
641250,1306
641250,2863
641250,781
641250,2527
641251,3131
641252,1306
641252,2863
641252,781
641252,2527
641254,2528
641254,782
641254,2855
641255,2528
641255,782
641255,2855
641255,1174
641257,2528
641257,782
641258,447
641258,1249
641258,3134
641259,788
641259,216
641259,226
641259,240
641259,1330
641259,3107
641259,447
641259,1249
641259,3134
641260,1249
641260,3134
641262,788
641262,216
641262,226
641262,240
641262,1330
641262,3107
641263,788
641263,2554
641264,788
641264,216
641264,226
641264,240
641264,1330
641268,216
641268,226
641268,240
641268,1330
641270,469
641270,3132
641270,2119
641270,3104
641270,547
641270,242
641270,884
641270,217
641271,2119
641271,3104
641271,547
641271,242
641271,884
641271,217
641271,2479
641272,3134
641272,3132
641272,2119
641272,509
641272,547
641272,1175
641274,3134
641274,3132
641274,2119
641274,3104
641274,547
641274,242
641274,884
641274,217
641274,2479
641275,2119
641275,3104
641275,547
641275,242
641275,884
641275,217
641275,788
641277,547
641277,242
641277,884
641277,217
641277,788
641278,788
641278,2554
641281,2173
641281,667
641281,3798
641282,619
641282,637
641283,2173
641286,2172
641289,51
641289,2274
641289,3415
641289,2828
641289,613
641289,619
641289,638
641290,647
641290,637
641291,639
641291,620
641291,1248
641291,711
641291,2305
641292,2305
641293,638
641293,700
641294,445
641294,2119
641294,319
641294,2855
641294,255
641295,256
641295,1151
641295,318
641295,447
641296,1151
641296,318
641296,447
641296,27
641297,318
641297,447
641299,256
641300,26
641300,445
641300,2119
641300,319
641301,26
641301,445
641301,2119
641301,319
641302,26
641302,445
641302,2119
641302,319
641303,445
641303,2119
641303,319
641304,255
641308,637
641309,636
641310,656
641310,242
641310,255
641311,256
641311,240
641311,1175
641311,1165
641315,2273
641315,2305
641316,1149
641316,251
641317,55
641317,2796
641317,2274
641317,2304
641317,3415
641317,2828
641317,3239
641317,1740
641317,1330
641317,2954
641317,508
641317,3102
641317,2861
641317,1149
641317,251
641318,55
641318,2274
641318,2304
641318,3415
641318,2828
641319,2274
641319,2304
641319,3415
641319,2828
641319,637
641321,2884
641321,271
641321,2863
641321,3102
641321,509
641321,2953
641321,546
641321,1741
641321,711
641321,2273
641321,2305
641321,2796
641322,2861
641322,1906
641322,1149
641322,251
641324,2855
641325,786
641325,116
641326,786
641326,116
641326,788
641327,786
641327,1142
641329,271
641329,281
641330,864
641330,323
641330,508
641330,3106
641331,864
641331,323
641331,508
641331,3106
641331,509
641331,2816
641331,1782
641331,638
641335,666
641335,212
641335,255
641335,271
641335,281
641337,2861
641337,1149
641337,256
641337,1142
641337,824
641339,1963
641339,3182
641340,2861
641340,1149
641340,256
641340,1142
641340,824
641340,879
641345,637
641350,324
641350,3138
641350,3402
641350,3406
641351,324
641351,3138
641351,3402
641351,3406
641353,3405
641353,3404
641353,3402
641353,3403
641353,864
641354,3405
641354,3404
641354,3402
641354,3403
641354,864
641354,323
641356,3405
641356,3404
641356,3402
641356,3403
641356,864
641356,323
641357,1230
641357,3415
641357,2828
641357,1819
641357,1330
641357,508
641357,3107
641357,2816
641357,1154
641357,281
641362,1230
641362,3415
641362,2828
641362,1819
641362,1330
641362,508
641363,2855
641363,205
641365,1230
641365,3415
641365,2828
641365,613
641365,637
641366,1248
641366,711
641367,509
641367,841
641367,1248
641367,711
641368,378
641369,2342
641370,2274
641370,3415
641370,2828
641370,1740
641370,2815
641370,324
641370,396
641370,2342
641371,2274
641371,3415
641371,2828
641371,1740
641371,2815
641372,2274
641372,3415
641372,2828
641372,1740
641372,2815
641374,378
641374,864
641374,2816
641374,546
641374,1741
641374,711
641374,2305
641375,2815
641375,324
641375,396
641375,2342
641376,1740
641376,2815
641376,324
641376,396
641376,2342
641378,2274
641378,3415
641378,2828
641380,378
641380,864
641380,2816
641381,711
641381,2305
641383,255
641383,261
641383,179
641383,3800
641384,3799
641384,3802
641384,180
641385,3799
641385,3802
641385,180
641385,256
641386,656
641386,241
641388,1160
641388,651
641388,656
641388,508
641388,3106
641388,509
641388,782
641389,1160
641389,651
641389,656
641389,508
641389,3106
641389,509
641389,782
641391,323
641391,508
641391,3106
641391,509
641391,2816
641391,1175
641391,650
641391,665
641396,1160
